ID;Sire;Dam;Sex;Lifespan;Egg_laying_day;Inbreeding_coefficient;Comment;Egg_to_emergence;I_II;II;II_III;III;III_IV;IV;IV_V;V;V_P;P;P_Imago;Imago
27.d_e65;16;27;NA;Egg;7;0;;;;;;;;;;;;;;
27.d_e66;16;27;NA;Egg;7;0;;;;;;;;;;;;;;
27.d_e67;16;27;NA;Egg;7;0;;;;;;;;;;;;;;
27.d_e68;16;27;NA;Egg;7;0;;;;;;;;;;;;;;
27.d_e69;16;27;NA;Egg;8;0;;;;;;;;;;;;;;
27.d_e70;16;27;NA;Egg;8;0;;;;;;;;;;;;;;
27.d_e71;16;27;NA;Egg;8;0;;;;;;;;;;;;;;
27.d_e72;16;27;NA;Egg;8;0;;;;;;;;;;;;;;
27.d_e73;16;27;NA;Egg;8;0;;;;;;;;;;;;;;
27.d_e74;16;27;NA;Egg;9;0;;;;;;;;;;;;;;
27.d_e75;16;27;NA;Egg;9;0;;;;;;;;;;;;;;
27.d_e76;16;27;NA;Egg;9;0;;;;;;;;;;;;;;
27.d_e77;16;27;NA;Egg;10;0;;;;;;;;;;;;;;
27.d_e78;16;27;NA;Egg;11;0;;;;;;;;;;;;;;
27.d_e79;16;27;NA;Egg;12;0;;;;;;;;;;;;;;
27.d_e80;16;27;NA;Egg;13;0;;;;;;;;;;;;;;
27.d_e81;16;27;NA;Egg;13;0;;;;;;;;;;;;;;
27.d_e82;16;27;NA;Egg;13;0;;;;;;;;;;;;;;
27.d_e83;16;27;NA;Egg;13;0;;;;;;;;;;;;;;
27.d_e84;16;27;NA;Egg;14;0;;;;;;;;;;;;;;
27.d_e85;16;27;NA;Egg;14;0;;;;;;;;;;;;;;
27.d_e86;16;27;NA;Egg;14;0;;;;;;;;;;;;;;
27.d_e87;16;27;NA;Egg;14;0;;;;;;;;;;;;;;
27.d_e88;16;27;NA;Egg;14;0;;;;;;;;;;;;;;
27.d_e89;16;27;NA;Egg;14;0;;;;;;;;;;;;;;
27.d_e90;16;27;NA;Egg;15;0;;;;;;;;;;;;;;
27.1;16;27;Female;Imago;2;0;;8970;NA;NA;NA;15840;20160;21600;NA;25920;28800;30240;NA;40320
27.2;16;27;Female;Imago;2;0;;8970;NA;NA;NA;18720;23040;24480;NA;28800;31680;33120;NA;44640
27.3;16;27;NA;Instar_I;2;0;Prob.;8970;D;D;D;D;D;D;D;D;D;D;D;D
27.4;16;27;NA;NA;2;0;;8970;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27.5;16;27;NA;Instar_I;2;0;Prob.;8970;D;D;D;D;D;D;D;D;D;D;D;D
27.6;16;27;Female;Imago;2;0;;8970;NA;NA;NA;18720;24480;25920;NA;28800;33120;34560;NA;47520
27.7;16;27;NA;Instar_I/II;2;0;;12075;NA;D;D;D;D;D;D;D;D;D;D;D
27.8;16;27;Female;Imago;2;0;;12075;NA;NA;NA;15840;23040;24480;NA;27360;31680;33120;NA;43200
27.9;16;27;NA;Instar_I;2;0;;12075;D;D;D;D;D;D;D;D;D;D;D;D
27.10;16;27;NA;Instar_I;3;0;;10635;D;D;D;D;D;D;D;D;D;D;D;D
27.11;16;27;Male;Imago;5;0;;9120;NA;10080;14400;15840;20160;21600;NA;24480;28800;30240;NA;41760
27.12;16;27;NA;Instar_I;7;0;;12020;D;D;D;D;D;D;D;D;D;D;D;D
27.13;16;27;Female;Imago;8;0;;10580;NA;17280;20160;21600;NA;24480;27360;28800;33120;34560;NA;44640
27.14;16;27;Female;Imago;9;0;;9140;NA;12960;NA;18720;20160;23040;25920;27360;28800;30240;NA;38880
28.e1;x3;28;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
28.e2;x3;28;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
28.e3;x3;28;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
28.e4;x3;28;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
28.e5;x3;28;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
28.e6;x3;28;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
28.e7;x3;28;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
28.e8;x3;28;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
28.e9;x3;28;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
28.e10;x3;28;NA;Egg_harvest;2;0;;;;;;;;;;;;;;
28.d_e1;x3;28;NA;NA;1;0;Accidentally killed;;;;;;;;;;;;;
28.d_e2;x3;28;NA;Egg;2;0;;;;;;;;;;;;;;
28.d_e3;x3;28;NA;Egg;3;0;;;;;;;;;;;;;;
28.d_e4;x3;28;NA;Egg;4;0;;;;;;;;;;;;;;
28.d_e5;x3;28;NA;Egg;5;0;;;;;;;;;;;;;;
28.d_e6;x3;28;NA;Egg;5;0;;;;;;;;;;;;;;
28.d_e7;x3;28;NA;Egg;6;0;;;;;;;;;;;;;;
28.d_e8;x3;28;NA;Egg;7;0;;;;;;;;;;;;;;
28.d_e9;x3;28;NA;Egg;7;0;;;;;;;;;;;;;;
28.d_e10;x3;28;NA;Egg;7;0;;;;;;;;;;;;;;
28.d_e11;x3;28;NA;Egg;8;0;;;;;;;;;;;;;;
28.d_e12;x3;28;NA;Egg;8;0;;;;;;;;;;;;;;
28.d_e13;x3;28;NA;Egg;8;0;;;;;;;;;;;;;;
28.d_e14;x3;28;NA;Egg;8;0;;;;;;;;;;;;;;
28.d_e15;x3;28;NA;Egg;8;0;;;;;;;;;;;;;;
28.1;x3;28;Female;Imago;2;0;;8970;NA;NA;18720;20160;NA;25920;28800;31680;34560;36000;NA;47520
28.2;x3;28;NA;Instar_I;2;0;;8970;D;D;D;D;D;D;D;D;D;D;D;D
28.3;x3;28;Male;Imago;2;0;;8970;NA;NA;NA;20160;NA;25920;30240;31680;34560;36000;NA;48960
28.4;x3;28;Male;Imago;2;0;;8970;NA;NA;18720;20160;NA;24480;28800;30240;31680;33120;NA;44640
28.5;x3;28;Male;Imago;2;0;;8970;NA;NA;15840;17280;21600;23040;25920;27360;30240;31680;NA;43200
28.6;x3;28;Male;Imago;2;0;;8970;NA;NA;NA;15840;NA;21600;NA;25920;27360;28800;NA;38880
28.7;x3;28;Female;Imago;2;0;;10505;NA;NA;NA;15840;21600;23040;NA;25920;30240;31680;NA;43200
28.8;x3;28;Male;Instar_V/P;3;0;Rough plant;9065;NA;18720;24480;27360;36000;37440;NA;50400;51840;D;D;D
28.9;x3;28;Male;Imago;3;0;;9065;NA;NA;NA;14400;NA;20160;24480;NA;27360;28800;NA;40320
28.10;x3;28;Female;Imago;3;0;;9065;NA;NA;NA;20160;NA;27300;NA;34560;36000;37440;NA;48960
28.11;x3;28;Male;Imago;3;0;;10617;NA;14400;NA;20160;24480;25920;NA;33120;34560;36000;NA;48960
28.12;x3;28;Female;Imago;4;0;;9177;NA;NA;15840;17280;NA;21600;24480;25920;NA;28800;NA;40320
28.13;x3;28;NA;Instar_I;4;0;;9177;D;D;D;D;D;D;D;D;D;D;D;D
28.14;x3;28;Male;Imago;5;0;;7737;12960;14400;17280;18720;NA;23040;25920;27360;33120;34560;NA;46080
28.15;x3;28;Female;Imago;5;0;;7737;NA;11520;NA;18720;21600;24480;25920;27360;31680;33120;NA;44640
28.16;x3;28;Male;Imago;4;0;;10567;NA;12960;NA;18720;23040;24480;NA;27360;31680;33120;NA;44640
28.17;x3;28;Male;Imago;4;0;;10567;NA;12960;17280;18720;21600;23040;NA;27360;30240;31680;NA;43200
28.18;x3;28;Male;Imago;4;0;;10567;NA;15840;NA;23040;NA;27360;31680;33120;37440;38880;NA;50400
28.19;x3;28;Female;Imago;4;0;;10567;NA;15840;NA;21600;24480;25920;28800;30240;33120;34560;NA;47520
28.20;x3;28;Female;Imago;4;0;;11880;NA;14400;18720;20160;24480;27360;30240;31680;34560;36000;NA;48960
28.21;x3;28;Female;Imago;5;0;;10440;NA;14400;NA;18720;21600;23040;NA;27360;NA;31680;NA;43200
28.22;x3;28;Female;Imago;6;0;;9000;14400;15840;NA;18720;21600;23040;NA;25920;30240;31680;NA;43200
28.23;x3;28;Female;Imago;6;0;;9000;NA;12960;17280;18720;NA;21600;NA;24480;28800;30240;NA;41760
28.24;x3;28;Female;Imago;6;0;;10560;NA;18720;NA;24480;NA;28800;NA;33120;37440;38880;NA;50400
28.25;x3;28;Female;Imago;9;0;;9082;12960;14400;NA;17280;21600;23040;25920;27360;31680;33120;NA;43200
28.26;x3;28;Female;Imago;9;0;;10507;15840;17280;NA;20160;NA;24480;28800;30240;NA;33120;NA;44640
28.27;x3;28;Female;Imago;9;0;;10507;NA;15840;NA;20160;NA;24480;27360;28800;31680;33120;NA;44640
28.28;x3;28;Male;Imago;9;0;;11880;17280;18720;NA;20160;25920;27360;30240;31680;33120;34560;NA;46080
29.e1;16;29;NA;Egg_harvest;1;0;;;;;;;;;;;;;29.;
29.e2;16;29;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
29.e3;16;29;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
29.e4;16;29;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
29.e5;16;29;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
29.e6;16;29;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
29.e7;16;29;NA;Egg_harvest;1;0;;;;;;;;;;;;;;
29.e8;16;29;NA;Egg_harvest;2;0;;;;;;;;;;;;;;
29.e9;16;29;NA;Egg_harvest;2;0;;;;;;;;;;;;;;
29.e10;16;29;NA;Egg_harvest;2;0;;;;;;;;;;;;;;
29.d_e1;16;29;NA;Egg;3;0;;;;;;;;;;;;;;
29.d_e2;16;29;NA;Egg;3;0;;;;;;;;;;;;;;
29.d_e3;16;29;NA;Egg;3;0;;;;;;;;;;;;;;
29.d_e4;16;29;NA;Egg;3;0;;;;;;;;;;;;;;
29.d_e5;16;29;NA;Egg;3;0;;;;;;;;;;;;;;
29.d_e6;16;29;NA;Egg;3;0;;;;;;;;;;;;;;
29.d_e7;16;29;NA;Egg;4;0;;;;;;;;;;;;;;
29.d_e8;16;29;NA;Egg;4;0;;;;;;;;;;;;;;
29.d_e9;16;29;NA;Egg;4;0;;;;;;;;;;;;;;
29.d_e10;16;29;NA;Egg;4;0;;;;;;;;;;;;;;
29.d_e11;16;29;NA;Egg;5;0;;;;;;;;;;;;;;
29.d_e12;16;29;NA;Egg;5;0;;;;;;;;;;;;;;
29.d_e13;16;29;NA;Egg;6;0;;;;;;;;;;;;;;
29.d_e14;16;29;NA;Egg;6;0;;;;;;;;;;;;;;
29.d_e15;16;29;NA;Egg;6;0;;;;;;;;;;;;;;
29.1;16;29;NA;Instar_I;2;0;Prob.;8640;D;D;D;D;D;D;D;D;D;D;D;D
29.2;16;29;NA;Instar_I;3;0;Prob.;8960;D;D;D;D;D;D;D;D;D;D;D;D
29.3;16;29;Male;Imago;3;0;;8640;NA;NA;NA;15840;NA;20160;NA;27360;30240;31680;NA;43200
29.4;16;29;Female;Instar_IV;3;0;;8960;NA;NA;NA;21600;27360;28800;D;D;D;D;D;D
29.5;16;29;Male;Imago;3;0;;8960;NA;NA;18720;20160;24480;25920;27360;28800;NA;31680;NA;43200
29.6;16;29;Male;Imago;3;0;;8960;NA;NA;NA;17280;21600;23040;NA;27360;30240;31680;NA;43200
29.7;16;29;Female;Imago;3;0;;8960;NA;NA;NA;17280;21600;23040;NA;27360;30240;31680;NA;43200
29.8;16;29;Female;Imago;3;0;;8960;NA;NA;14400;15840;21600;23040;;27360;30240;31680;NA;41760
29.9;16;29;NA;Instar_I;3;0;Prob.;8960;D;D;D;D;D;D;D;D;D;D;D;D
29.10;16;29;NA;Pupa;3;0;;8960;NA;NA;NA;21600;27360;28800;NA;33120;38880;40320;D;D
29.11;16;29;Male;Imago;3;0;;8960;NA;NA;15840;18720;NA;23040;27360;NA;30240;31680;NA;43200
29.12;16;29;Female;Imago;3;0;;8960;NA;NA;15840;17280;23040;24480;27360;28800;31680;33120;NA;44640
29.13;16;29;Male;Imago;3;0;;8960;NA;NA;NA;17280;20160;23040;NA;28800;NA ;31680;NA;43200
29.14;16;29;Female;Imago;3;0;;8960;NA;NA;14400;15840;21600;23040;NA;27360;28800;30240;NA;40320
29.15;16;29;Female;Imago;3;0;;8960;NA;NA;NA;18720;NA;23040;27360;28800;NA;31680;NA;43200
29.16;16;29;NA;Instar_II/III;3;0;;8960;NA;NA;NA;D;D;D;D;D;D;D;D;D
29.17;16;29;Female;Imago;3;0;;8960;NA;NA;14400;18720;23040;24480;27360;30240;31680;33120;NA;44640
29.18;16;29;NA;Instar_I;4;0;Drowned?;7520;D;D;D;D;D;D;D;D;D;D;D;D
29.19;16;29;Male;Imago;4;0;;7520;NA;NA;NA;15840;NA;21600;25920;27360;NA;30240;NA;41760
29.20;16;29;Male;Imago;4;0;;7520;NA;NA;12960;14400;18720;20160;NA;25920;NA;28800;NA;40320
29.21;16;29;Male;Imago;4;0;;7520;NA;NA;15840;17280;NA;21600;25920;27360;NA;30240;NA;41760
29.22;16;29;Male;Imago;3;0;;10455;NA;NA;15840;20160;23040;24480;28800;30240;34560;36000;NA;47520
29.23;16;29;Female;Imago;4;0;;9015;NA;NA;NA;17280;21600;25920;28800;30240;33120;34560;NA;44640
29.24;16;29;Male;Imago;4;0;Dropped;9015;NA;NA;15840;18720;NA;21600;NA;27360;28800;NA;NA;NA
29.25;16;29;Male;Imago;4;0;Dropped;9015;NA;NA;14400;15840;18720;20160;NA;25920;27360;28800;NA;NA
29.26;16;29;Male;Imago;4;0;Dropped;9015;NA;NA;15840;17280;NA;21600;NA;25920;27360;28800;NA;NA
29.27;16;29;Male;Imago;4;0;Dropped;9015;NA;NA;NA;15840;20160;23040;NA;25920;28800;NA;NA;NA
29.28;16;29;Male;Imago;4;0;Dropped;9015;NA;NA;14400;15840;21600;23040;NA;25920;28800;NA;NA;NA
29.29;16;29;Male;Imago;4;0;Dropped;9015;NA;NA;NA;17280;21600;23040;25920;27360;NA;NA;NA;NA
29.30;16;29;Female;Imago;4;0;Dropped;9015;NA;NA;14400;17280;20160;21600;25920;27360;28800;NA;NA;NA
29.31;16;29;Female;Imago;4;0;Dropped;9015;NA;NA;15840;17280;21600;23040;25920;27360;NA;NA;NA;NA
29.32;16;29;Female;Imago;4;0;Dropped;9015;NA;NA;14400;15840;21600;24480;28800;NA;NA;NA;NA;NA
29.33;16;29;Female;Imago;4;0;Dropped;9015;NA;NA;14400;15840;20160;21600;NA;25920;NA;28800;NA;NA
29.34;16;29;NA;Instar_I;5;0;DoS;9030;D;D;D;D;D;D;D;D;D;D;D;D
29.35;16;29;Female;Imago;5;0;Dropped;9030;NA;NA;17280;18720;21600;23040;NA;25920;NA;NA;NA;NA
29.36;16;29;Male;Imago;5;0;Dropped;9030;NA;NA;NA;17280;20160;21600;25920;NA;NA;NA;NA;NA
29.37;16;29;Male;Imago;5;0;Dropped;9030;NA;12960;NA;18720;21600;23040;NA;25920;NA;NA;NA;NA
29.38;16;29;Female;Imago;5;0;Dropped;9030;NA;NA;NA;18720;25920;27360;NA;NA;NA;NA;NA;NA
29.39;16;29;NA;Imago;5;0;Dropped;9030;NA;NA;NA;17280;NA;21600;25920;27360;NA;NA;NA;NA
29.40;16;29;NA;Imago;5;0;Dropped;9030;NA;NA;NA;17280;21600;24480;27360;NA;NA;NA;NA;NA
29.41;16;29;Female;Imago;5;0;Dropped;9030;NA;NA;NA;17280;21600;24480;27360;NA;NA;NA;NA;NA
29.42;16;29;Female;Imago;6;0;Dropped;7754;NA;NA;14400;15840;18720;21600;NA;24480;NA;NA;NA;NA
29.43;16;29;NA;Instar_I;6;0;Prob.;7754;D;D;D;D;D;D;D;D;D;D;D;D
29.44;16;29;Female;Imago;6;0;;7754;NA;11520;;15840;20160;23040;25920;27360;28800;30240;NA;41760
29.45;16;29;Female;Imago;6;0;;7754;NA ;12960;15840;17280;NA;23040;25920;27360;30240;31680;NA;43200
29.46;16;29;Female;Imago;6;0;;7754;11520;12960;NA;20160;NA;23040;NA;27360;33120;34560;NA;46080
29.47;16;29;Female;Imago;6;0;;7754;11520;12960;15840;17280;21600;23040;25920;27360;30240;31680;NA;43200
29.48;16;29;Female;Imago;6;0;;7754;NA;NA;NA;15840;20160;21600;24480;25920;NA;30240;NA;41760
29.49;16;29;Male;Imago;6;0;;7754;NA;NA;NA;15840;18720;20160;NA;24480;NA;27360;NA;38880
29.50;16;29;NA;Instar_I;6;0;;7754;D;D;D;D;D;D;D;D;D;D;D;D
29.51;16;29;Female;Imago;6;0;;7754;NA;NA;NA;15840;18720;20160;NA;25920;NA;27360;NA;38880
29.52;16;29;Female;Imago;5;0;;10515;NA;12960;17280;18720;NA;24480;NA;28800;30240;31680;NA;44640
29.53;16;29;Male;Imago;6;0;;9075;NA;11520;15840;18720;20160;21600;25920;NA;27360;28800;NA;40320
29.54;16;29;Male;Imago;6;0;;9075;11520;14400;15840;18720;21600;23040;25920;27360;28800;30240;NA;41760
29.55;16;29;NA;Instar_I;6;0;;9075;D;D;D;D;D;D;D;D;D;D;D;D
29.56;16;29;NA;Instar_I/II;6;0;;9075;14400;D;D;D;D;D;D;D;D;D;D;D
29.57;16;29;Female;Imago;6;0;;9075;NA;14400;NA;18720;21600;23040;NA;25920;30240;31680;NA;43200
29.58;16;29;Female;Imago;6;0;;9075;11520;14400;15840;17280;NA;23040;25920;27360;28800;30240;NA;41760
29.59;16;29;Male;Imago;6;0;;9075;NA;12960;15840;17280;20160;23040;NA;25920;30240;31680;NA;43200
29.60;16;29;NA;Instar_I;6;0;;9075;D;D;D;D;D;D;D;D;D;D;D;D
29.61;16;29;Female;Imago;5;0;;NA;NA;12960;NA;17280;21600;24480;27360;28800;30240;31680;NA;43200
29.62;16;29;Male;Imago;2;0;;NA;NA;NA;NA;NA;NA;28800;NA;33120;34560;36000;NA;46080
34.e1;x3;34;NA;Egg_harvest;1;;;;;;;;;;;;;;;
34.e2;x3;34;NA;Egg_harvest;1;;;;;;;;;;;;;;;
34.e3;x3;34;NA;Egg_harvest;1;;;;;;;;;;;;;;;